name,iata_code,iso_country,iso_region,municipality,type,scheduled_service,latitude_deg,longitude_deg
Grosseto Corrado Baccarini Air Base / Grosseto Airport,GRS,IT,IT-52,Grosseto (GR),medium_airport,no,42.759701,11.0719
Perugia San Francesco d'Assisi – Umbria International Airport,PEG,IT,IT-55,Perugia (PG),large_airport,yes,43.095901,12.5132
Ljubljana Jože Pučnik Airport,LJU,SI,SI-012,Zgornji Brnik,large_airport,yes,46.223701,14.4576
Maribor Edvard Rusjan Airport,MBX,SI,SI-160,Maribor,medium_airport,yes,46.4799,15.6861
Portorož Airport,POW,SI,SI-090,Sečovlje,medium_airport,no,45.47201,13.615951
Nuwara Eliya (Lake Gregory) Waterdrome,NUA,LK,LK-2,Nuwara Eliya,seaplane_base,no,6.95605,80.77927
Lekana Airport,LKC,CG,CG-14,Lekana,small_airport,no,-2.313,14.606
České Budějovice South Bohemian Airport,JCL,CZ,CZ-JC,České Budějovice,large_airport,yes,48.948171,14.42832
Kunovice Airport,UHE,CZ,CZ-ZL,Uherské Hradiště,medium_airport,no,49.0294,17.439699
Karlovy Vary Airport,KLV,CZ,CZ-KA,Karlovy Vary,large_airport,yes,50.202999,12.915
Mnichovo Hradiště Airport,HRA,CZ,CZ-ST,Mnichovo Hradiště,small_airport,no,50.540199,15.0066
Leoš Janáček Airport Ostrava,OSR,CZ,CZ-MO,Mošnov,large_airport,yes,49.696301,18.111099
Olomouc Airport,OLO,CZ,CZ-OL,Olomouc,small_airport,no,49.587712,17.209275
Pardubice Airport,PED,CZ,CZ-PA,Pardubice,large_airport,yes,50.015049,15.73981
Přerov Air Base,PRV,CZ,CZ-OL,Přerov,medium_airport,no,49.4258,17.404699
Václav Havel Airport Prague,PRG,CZ,CZ-PR,Prague,large_airport,yes,50.100874,14.259911
Brno-Tuřany Airport,BRQ,CZ,CZ-JM,Brno,medium_airport,yes,49.151276,16.693972
Vodochody Airport,VOD,CZ,CZ-ST,Vodochody,medium_airport,no,50.216599,14.3958
Zábřeh Dolní Benešov Airfield,ZBE,CZ,CZ-MO,Dolní Benešov,small_airport,no,49.928258,18.075557
Ben Gurion International Airport,TLV,IL,IL-M,Tel Aviv,large_airport,yes,32.011398,34.8867
Beersheba (Teyman) Airport,BEV,IL,IL-D,Beersheba,small_airport,no,31.287000656128,34.722999572754
Ramon International Airport,ETM,IL,IL-D,Eilat,large_airport,yes,29.727009,35.014116
Ein Yahav Airfield,EIY,IL,IL-D,Sapir,small_airport,no,30.62170028686523,35.20330047607422
La Lima - Reginaldo Hammer Airport,LLH,HN,HN-CR,La Lima,small_airport,no,15.442801,-87.898564
Uri Michaeli Haifa International Airport,HFA,IL,IL-HA,Haifa,medium_airport,yes,32.810219,35.043719
Rosh Pina Airport,RPN,IL,IL-Z,Rosh Pina,medium_airport,no,32.980999,35.571899
Kiryat Shmona Airport,KSW,IL,IL-Z,Kiryat Shmona,small_airport,no,33.216275,35.59622
Lissadell Airport,LLL,AU,AU-WA,Lissadell Station,small_airport,no,-16.661,128.594
Mitzpe Ramon Airfield,MIP,IL,IL-D,Mitzpe Ramon,small_airport,no,30.6506,34.8069
Bar Yehuda Airfield,MTZ,IL,IL-D,Masada,medium_airport,no,31.328199,35.388599
Nevatim Air Base,VTM,IL,IL-D,Beersheba,medium_airport,no,31.208299636799996,35.012298584
Ovda Airport,VDA,IL,IL-D,Eilat,small_airport,no,29.9403,34.935799
Xewkija Heliport,GZM,MT,MT-62,Gozo,heliport,yes,36.027199,14.2728
Malta International Airport,MLA,MT,MT-25,Valletta,large_airport,yes,35.845932,14.491546
Madivaru Airport,LMV,MV,MV-03,Naifaru,small_airport,no,5.457545,73.370261
Palma Airport,LMZ,MZ,MZ-P,Palma,small_airport,no,-10.7506,40.4702
Monaco Heliport,MCM,MC,MC-U-A,Fontvieille,heliport,yes,43.725798,7.419673
Sankt Anton am Arlberg Heliport,ANT,AT,AT-8,Sankt Anton am Arlberg,heliport,no,47.119621,10.240524
Hohenems-Dornbirn Airfield,HOH,AT,AT-8,Hohenems,small_airport,no,47.384477,9.699776
Francisco Primo de Verdad y Ramos Airport,LOM,MX,MX-JAL,Lagos de Moreno,small_airport,no,21.258983,-101.943758
Lowe AHP (Fort Rucker) Heliport,LOR,US,US-AL,Fort Rucker Ozark,heliport,no,31.35580063,-85.75119781
Graz Airport,GRZ,AT,AT-6,Feldkirchen bei Graz,large_airport,yes,46.9911,15.4396
Innsbruck Airport,INN,AT,AT-7,Innsbruck,large_airport,yes,47.260201,11.344
Klagenfurt Airport,KLU,AT,AT-2,Klagenfurt am Wörthersee,large_airport,yes,46.642502,14.3377
Linz-Hörsching Airport,LNZ,AT,AT-4,Linz,large_airport,yes,48.235362,14.188128
Salzburg Airport,SZG,AT,AT-5,Salzburg,large_airport,yes,47.793301,13.0043
Vienna International Airport,VIE,AT,AT-9,Vienna,large_airport,yes,48.110298,16.5697
Santa Maria Airport,SMA,PT,PT-20,Vila do Porto,medium_airport,yes,36.97140121459961,-25.17060089111328
Bragança Airport,BGC,PT,PT-04,Bragança,medium_airport,yes,41.8578,-6.70713
Beja Airport / Airbase,BYJ,PT,PT-02,Beja,medium_airport,no,38.078899,-7.9324
Corvo Airport,CVU,PT,PT-20,Corvo,small_airport,yes,39.671501,-31.1136
Cascais Airport,CAT,PT,PT-11,Cascais,medium_airport,yes,38.724998,-9.35523
Flores Airport,FLW,PT,PT-20,Santa Cruz das Flores,medium_airport,yes,39.455299377441406,-31.13139915466309
Faro - Gago Coutinho International Airport,FAO,PT,PT-08,Faro,large_airport,yes,37.015909,-7.970939
Graciosa Airport,GRW,PT,PT-20,Santa Cruz da Graciosa,medium_airport,yes,39.09220123291016,-28.029800415039062
Horta Airport,HOR,PT,PT-20,Horta,medium_airport,yes,38.519901275634766,-28.715900421142575
Lajes Airport,TER,PT,PT-20,Praia da Vitória,medium_airport,yes,38.761799,-27.090799
Cristiano Ronaldo International Airport,FNC,PT,PT-30,Funchal,large_airport,yes,32.697812,-16.774613
João Paulo II Airport,PDL,PT,PT-20,Ponta Delgada,large_airport,yes,37.7411994934,-25.6979007721
Pico Airport,PIX,PT,PT-20,Pico Island,medium_airport,yes,38.554298,-28.441299
Portimão Airport,PRM,PT,PT-08,Portimão,medium_airport,yes,37.1493,-8.58396
Francisco de Sá Carneiro Airport,OPO,PT,PT-13,Porto,large_airport,yes,41.2481002808,-8.68138980865
Porto Santo Airport,PXO,PT,PT-30,Vila Baleira,medium_airport,yes,33.0733985901,-16.3500003815
Lisbon Humberto Delgado Airport,LIS,PT,PT-11,Lisbon,large_airport,yes,38.7813,-9.13592
São Jorge Airport,SJZ,PT,PT-20,Velas,medium_airport,yes,38.665501,-28.1758
Vila Real Airport,VRL,PT,PT-17,Vila Real,medium_airport,yes,41.2743,-7.72047
Aerodromo Goncalves Lobato (Viseu Airport),VSE,PT,PT-18,Viseu,medium_airport,yes,40.725498,-7.88899
Banja Luka International Airport,BNX,BA,BA-SRP,Mahovljani,large_airport,yes,44.941399,17.297501
Mostar International Airport,OMO,BA,BA-BIH,Mostar,large_airport,yes,43.282489,17.846101
Sarajevo International Airport,SJJ,BA,BA-BIH,Sarajevo,large_airport,yes,43.8246,18.331499
Tuzla International Airport,TZL,BA,BA-BIH,Dubrave Gornje,large_airport,yes,44.459858,18.723627
Arad International Airport,ARW,RO,RO-AR,Arad,medium_airport,yes,46.176136,21.264322
Bacău George Enescu International  Airport,BCM,RO,RO-BC,Bacău,large_airport,yes,46.5219,26.910299
Maramureș International Airport,BAY,RO,RO-MM,Tăuții-Măgherăuș,medium_airport,yes,47.658444,23.464445
Bucharest Băneasa Aurel Vlaicu International Airport,BBU,RO,RO-B,Bucharest,large_airport,yes,44.503133,26.102944
Brașov-Ghimbav International Airport,GHV,RO,RO-BV,Brașov (Ghimbav),large_airport,yes,45.70558,25.522871
Mihail Kogălniceanu International Airport,CND,RO,RO-CT,Constanța,large_airport,yes,44.362202,28.4883
Avram Iancu Cluj International Airport,CLJ,RO,RO-CJ,Cluj-Napoca,large_airport,yes,46.786042,23.685733
Caransebeş Airport,CSB,RO,RO-CS,Caransebeş,medium_airport,no,45.420142,22.252507
Craiova International Airport,CRA,RO,RO-DJ,Craiova,large_airport,yes,44.3181,23.888599
Iaşi International Airport,IAS,RO,RO-IS,Iaşi,large_airport,yes,47.179633,27.621431
Oradea International Airport,OMR,RO,RO-BH,Oradea,large_airport,yes,47.025299,21.9025
Bucharest Henri Coandă International Airport,OTP,RO,RO-IF,Otopeni,large_airport,yes,44.571792,26.103285
Sibiu International Airport,SBZ,RO,RO-SB,Sibiu,large_airport,yes,45.785841,24.086666
Satu Mare International Airport,SUJ,RO,RO-SM,Satu Mare,medium_airport,yes,47.7033,22.8857
Suceava Ștefan cel Mare International Airport,SCV,RO,RO-SV,Suceava,large_airport,yes,47.6875,26.354099
Tulcea Danube Delta Airport,TCE,RO,RO-TL,Mihail Kogălniceanu,medium_airport,no,45.0625,28.7143
Târgu Mureş Transilvania International Airport,TGM,RO,RO-MS,Recea,medium_airport,yes,46.467701,24.4125
Timișoara Traian Vuia International Airport,TSR,RO,RO-TM,Timişoara,large_airport,yes,45.809898,21.3379
Geneva Cointrin International Airport,GVA,CH,CH-GE,Geneva,large_airport,yes,46.238098,6.10895
Sion Airport,SIR,CH,CH-VS,Sion,medium_airport,no,46.219166,7.326944
Emmen Air Base,EML,CH,CH-LU,Emmen,medium_airport,no,47.092444,8.305184
Payerne Air Base,VIP,CH,CH-FR,Payerne,medium_airport,no,46.8432,6.91506
Lugano Airport,LUG,CH,CH-TI,Agno,medium_airport,yes,46.004299,8.91058
Bern Airport,BRN,CH,CH-BE,Bern,medium_airport,yes,46.912736,7.498819
Buochs Airport,BXO,CH,CH-NW,Buochs,small_airport,no,46.974444,8.396944
Zürich Airport,ZRH,CH,CH-ZH,Zurich,large_airport,yes,47.458056,8.548056
Sankt Gallen Altenrhein Airport,ACH,CH,CH-SG,St. Gallen,medium_airport,yes,47.485001,9.56077
Samedan Airport,SMV,CH,CH-GR,Samedan,medium_airport,no,46.5341,9.88411
Esenboğa International Airport,ESB,TR,TR-06,Ankara,large_airport,yes,40.128101,32.995098
Etimesgut Air Base,ANK,TR,TR-06,Ankara,medium_airport,no,39.949798584,32.6885986328
Adana Şakirpaşa Airport,ADA,TR,TR-01,Seyhan,large_airport,yes,36.982201,35.280399
İncirlik Air Base,UAB,TR,TR-01,Sarıçam,medium_airport,no,37.002102,35.4259
Afyon Air Base,AFY,TR,TR-03,Afyonkarahisar,medium_airport,no,38.726398,30.601101
Antalya International Airport,AYT,TR,TR-07,Antalya,large_airport,yes,36.898701,30.800501
Gaziantep Oğuzeli International Airport,GZT,TR,TR-27,Gaziantep,large_airport,yes,36.947201,37.478699
Kastamonu Airport,KFS,TR,TR-37,Kastamonu,medium_airport,no,41.314201,33.795799
Konya Airport,KYA,TR,TR-42,Konya,large_airport,yes,37.979,32.561901
Amasya Merzifon Airport,MZH,TR,TR-05,Amasya,small_airport,yes,40.829399,35.521999
Sivas Nuri Demirağ Airport,VAS,TR,TR-58,Sivas,small_airport,yes,39.813801,36.9035
Zonguldak Çaycuma Airport,ONQ,TR,TR-67,Zonguldak,medium_airport,yes,41.506401,32.0886
Malatya Erhaç Airport,MLX,TR,TR-44,Malatya,medium_airport,yes,38.4352989197,38.0909996033
Kayseri Erkilet International Airport,ASR,TR,TR-38,Kayseri,large_airport,yes,38.770401,35.495399
Tokat Airport,TJK,TR,TR-60,Tokat,medium_airport,yes,40.32472,36.39056
Çardak Airport,DNZ,TR,TR-20,Denizli,medium_airport,yes,37.7855987549,29.7012996674
Nevşehir Kapadokya Airport,NAV,TR,TR-50,Nevşehir,large_airport,yes,38.7719,34.5345
İstanbul Atatürk Airport,ISL,TR,TR-34,Istanbul(Bakırköy),large_airport,no,40.971913,28.823714
Aydın Çıldır Airport,CII,TR,TR-09,Aydın,small_airport,no,37.815389,27.887566
Balıkesir Airport,BZI,TR,TR-10,Balıkesir,medium_airport,yes,39.619301,27.926001
Bandırma Airport,BDM,TR,TR-10,Bandırma,medium_airport,no,40.318001,27.977699
Çanakkale Airport,CKZ,TR,TR-17,Çanakkale,medium_airport,yes,40.1376991272,26.4267997742
Eskişehir Air Base,ESK,TR,TR-26,Eskişehir,medium_airport,no,39.7841,30.5821
Adnan Menderes International Airport,ADB,TR,TR-35,Gaziemir,large_airport,yes,38.2924,27.157
Çiğli Airbase,IGL,TR,TR-35,Çiğli,medium_airport,no,38.513,27.010099
Uşak Airport,USQ,TR,TR-64,Uşak,medium_airport,no,38.681499,29.471701
Cengiz Topel Airport,KCO,TR,TR-41,Kartepe,medium_airport,no,40.735001,30.0833
Bursa Yenişehir Airport,YEI,TR,TR-16,Yenişehir,medium_airport,yes,40.255199,29.562599
Dalaman International Airport,DLM,TR,TR-48,Dalaman,large_airport,yes,36.7131,28.7925
Tekirdağ Çorlu Airport,TEQ,TR,TR-59,Çorlu,medium_airport,yes,41.138199,27.9191
Bodrum-Imsık Airport,BXN,TR,TR-48,Bodrum,small_airport,no,37.140099,27.669701
Hasan Polatkan Airport,AOE,TR,TR-26,Eskişehir,large_airport,yes,39.811644,30.519268
Zafer Airport,KZR,TR,TR-43,Altıntaş,small_airport,yes,39.113079,30.128111
Elazığ Airport,EZS,TR,TR-23,Elazığ,medium_airport,yes,38.597974,39.28348
Ordu–Giresun Airport,OGU,TR,TR-52,Ordu,medium_airport,yes,40.966872,38.085995
Diyarbakır Airport,DIY,TR,TR-21,Diyarbakır,medium_airport,yes,37.893902,40.201
Erzincan Airport,ERC,TR,TR-24,Erzincan,medium_airport,yes,39.7102012634,39.527000427199994
Erzurum International Airport,ERZ,TR,TR-25,Erzurum,medium_airport,yes,39.956501,41.1702
Kars Airport,KSY,TR,TR-36,Kars,medium_airport,yes,40.562198638916016,43.1150016784668
Trabzon International Airport,TZX,TR,TR-61,Trabzon,medium_airport,yes,40.995098,39.7897
Van Ferit Melen Airport,VAN,TR,TR-65,Van,medium_airport,yes,38.46820068359375,43.332298278808594
Batman Airport,BAL,TR,TR-72,Batman,medium_airport,yes,37.929001,41.1166
Muş Airport,MSR,TR,TR-49,Muş,medium_airport,yes,38.747798919677734,41.66120147705078
Siirt Airport,SXZ,TR,TR-56,Siirt,medium_airport,no,37.97890090942383,41.84040069580078
Sinop Airport,NOP,TR,TR-57,Sinop,medium_airport,yes,42.018313,35.071774
Kahramanmaraş Airport,KCM,TR,TR-46,Kahramanmaraş,medium_airport,yes,37.5388259888,36.9535217285
Ağrı Airport,AJI,TR,TR-04,Ağrı,medium_airport,yes,39.655642,43.025742
Adıyaman Airport,ADF,TR,TR-02,Adıyaman,medium_airport,yes,37.7314,38.468899
Mardin Airport,MQM,TR,TR-47,Mardin,medium_airport,yes,37.2233009338,40.6316986084
Şanlıurfa GAP Airport,GNY,TR,TR-63,Şanlıurfa,large_airport,yes,37.445663,38.895592
Iğdır Airport,IGD,TR,TR-76,Iğdır,medium_airport,yes,39.976627,43.876648
Bingöl Airport,BGG,TR,TR-12,Bingöl,small_airport,yes,38.860131,40.594489
Şırnak Şerafettin Elçi Airport,NKT,TR,TR-73,Şırnak,medium_airport,yes,37.3647,42.0582
Hakkari Yüksekova Airport,YKO,TR,TR-30,Hakkari,medium_airport,yes,37.5497,44.2381
Hatay Airport,HTY,TR,TR-31,Antakya,medium_airport,yes,36.362778,36.282223
Çukurova International Airport,COV,TR,TR-33,Tarsus,large_airport,yes,36.891478,35.071235
Leitre Airport,LTF,PG,PG-SAN,Leitre,small_airport,no,-2.8337,141.6257
Selçuk Efes Airport,IZM,TR,TR-35,Selçuk,small_airport,no,37.950699,27.329
Süleyman Demirel International Airport,ISE,TR,TR-32,Isparta,medium_airport,yes,37.8554,30.368401
Balıkesir Koca Seyit Airport,EDO,TR,TR-10,Edremit,large_airport,yes,39.552533,27.010192
Milas Bodrum International Airport,BJV,TR,TR-48,Bodrum,large_airport,yes,37.249314,27.66401
Gazipaşa-Alanya Airport,GZP,TR,TR-07,Gazipaşa,medium_airport,yes,36.299217,32.300598
Samsun-Çarşamba Airport,SZF,TR,TR-55,Samsun,medium_airport,yes,41.253988,36.567546
Istanbul Sabiha Gökçen International Airport,SAW,TR,TR-34,"Pendik, Istanbul",large_airport,yes,40.898602,29.3092
Gökçeada Airport,GKD,TR,TR-17,Gökçeada,small_airport,no,40.204498,25.883302
İstanbul Airport,IST,TR,TR-34,Istanbul,large_airport,yes,41.274874,28.732136
Rize–Artvin Airport,RZV,TR,TR-53,Rize,large_airport,yes,41.179766,40.848802
Bălți International Airport,BZY,MD,MD-RS,Bălți,medium_airport,no,47.837666,27.781108
Chişinău International Airport,RMO,MD,MD-CU,Chişinău,large_airport,yes,46.92774,28.931704
Daugavpils International Airport,DGP,LV,LV-111,Daugavpils,medium_airport,no,55.944721,26.665001
Lebak Rural Airport,LWA,PH,PH-SUK,Lebak,small_airport,no,6.6739,124.0581
Ohrid St. Paul the Apostle Airport,OHD,MK,MK-003,Ohrid,large_airport,yes,41.18,20.7423
Skopje International Airport,SKP,MK,MK-008,Ilinden,large_airport,yes,41.958087,21.622581
Gibraltar Airport,GIB,GI,GI-U-A,Gibraltar,large_airport,yes,36.151679,-5.34978
Brak Airport,BCQ,LY,LY-SH,Brak,medium_airport,no,27.653,14.272
Martuba Air Base,DNF,LY,LY-DR,Martuba,small_airport,no,32.542,22.745001
Belgrade Nikola Tesla Airport,BEG,RS,RS-00,Belgrade,large_airport,yes,44.818401,20.309099
Berane Airport,IVG,ME,ME-03,Berane,small_airport,no,42.8390007019043,19.86199951171875
Batajnica Air Base,BJY,RS,RS-00,Zemun,medium_airport,no,44.935299,20.2575
Morava Airport,KVO,RS,RS-18,Kraljevo,medium_airport,yes,43.817519,20.586662
Niš Constantine the Great Airport,INI,RS,RS-20,Niš,large_airport,yes,43.336538,21.856242
Podgorica Airport / Podgorica Golubovci Airbase,TGD,ME,ME-16,Podgorica,large_airport,yes,42.359402,19.2519
Tivat Airport,TIV,ME,ME-19,Tivat,medium_airport,yes,42.404701,18.723301
Ponikve Airport,UZC,RS,RS-16,Stapari,medium_airport,no,43.898899,19.697701
Langzhong Gucheng Airport,LZG,CN,CN-51,Nanchong (Langzhong),medium_airport,yes,31.50191,106.034417
M. R. Štefánik Airport,BTS,SK,SK-BL,Bratislava,large_airport,yes,48.1702,17.2127
Košice International Airport,KSC,SK,SK-KI,Košice,medium_airport,yes,48.663101,21.2411
Lučenec Airfield,LUE,SK,SK-BC,Lučenec,small_airport,no,48.339401,19.7358
Piešťany Airport,PZY,SK,SK-TA,Piešťany,medium_airport,no,48.62519836425781,17.828399658203125
Prešov Air Base,POV,SK,SK-PV,Prešov,small_airport,no,49.02970123291,21.315599441528
Sliač Airport,SLD,SK,SK-BC,Sliač,medium_airport,yes,48.63779830932617,19.13409996032715
Poprad-Tatry Airport,TAT,SK,SK-PV,Poprad,medium_airport,yes,49.070994,20.241394
Žilina-Dolný Hričov Airport,ILZ,SK,SK-ZI,Dolný Hričov,medium_airport,no,49.233292,18.613386
Drummond Airport,DRU,US,US-MT,Drummond,small_airport,no,46.621599,-113.201751
Guelmim Airport,GLN,MA,MA-10,Guelmim,small_airport,no,29.026699,-10.0503
Ware Airport,UWA,US,US-MA,Ware,small_airport,no,42.282001495361,-72.214797973633
Mamai Airport,MAP,PG,PG-CPM,Mamai,small_airport,no,-10.290833,149.519167
JAGS McCartney International Airport,GDT,TC,TC-GT,Cockburn Town,medium_airport,yes,21.4445,-71.142303
Middle Caicos Airport,MDS,TC,TC-MC,Middle Caicos,small_airport,no,21.82602,-71.8025
North Caicos Airport,NCA,TC,TC-NC,North Caicos,medium_airport,yes,21.916094,-71.942954
Pine Cay Airport,PIC,TC,TC-PN,Pine Cay,small_airport,no,21.874661,-72.090573
Providenciales International Airport,PLS,TC,TC-PR,Providenciales,large_airport,yes,21.773697,-72.268321
South Caicos Airport,XSC,TC,TC-SC,South Caicos,medium_airport,yes,21.515699,-71.528503
Salt Cay Airport,SLX,TC,TC-SL,Salt Cay,small_airport,yes,21.3330001831,-71.1999969482
Maria Montez International Airport,BRX,DO,DO-04,Barahona,medium_airport,yes,18.25149917602539,-71.12039947509766
Cabo Rojo Airport,CBJ,DO,DO-16,Cabo Rojo,medium_airport,no,17.929000854492188,-71.6447982788086
Samaná El Catey International Airport,AZS,DO,DO-20,Samana,medium_airport,yes,19.269259,-69.737405
Constanza - Expedición 14 de Junio National Airport,COZ,DO,DO-13,Costanza,small_airport,no,18.907499,-70.721901
La Isabela International Airport,JBQ,DO,DO-01,La Isabela,medium_airport,yes,18.572500228881836,-69.98560333251953
Casa De Campo International Airport,LRM,DO,DO-12,La Romana,large_airport,yes,18.452222,-68.911111
Punta Cana International Airport,PUJ,DO,DO-11,Punta Cana,large_airport,yes,18.567093,-68.364558
Gregorio Luperon International Airport,POP,DO,DO-18,Puerto Plata,medium_airport,yes,19.7579,-70.57
Las Américas International Airport,SDQ,DO,DO-01,Santo Domingo,large_airport,yes,18.42970085144,-69.668899536133
Cibao International Airport,STI,DO,DO-25,Santiago,large_airport,yes,19.40406,-70.604431
Médouneu Airport,MDV,GQ,GQ-CS,"Médouneu, Gabon",small_airport,no,1.0085,10.7552
Loring International Airport,LIZ,US,US-ME,Limestone,small_airport,no,46.950401,-67.885902
Melfi Airport,MEF,TD,TD-GR,Melfi,small_airport,no,11.060192,17.944495
Ankokoambo Airport,NKO,MG,MG-M,Ankokoambo,small_airport,no,-16.594919,44.453654
Relais de la Reine Airport,RLR,MG,MG-U,Isalo,small_airport,no,-22.645343,45.323914
Doany Airport,DOA,MG,MG-D,Doany,small_airport,no,-14.3681001663208,49.510799407958984
Coban Airport,CBV,GT,GT-AV,Coban,medium_airport,no,15.469,-90.4067
Carmelita Airport,CMM,GT,GT-PE,Carmelita,small_airport,no,17.461201,-90.053703
Coatepeque Airport,CTF,GT,GT-QZ,Coatepeque,small_airport,no,14.6942,-91.8825
La Aurora International Airport,GUA,GT,GT-GU,Guatemala City,large_airport,yes,14.582896,-90.527515
Huehuetenango Airport,HUG,GT,GT-HU,Huehuetenango,small_airport,yes,15.316667,-91.505556
National Wildlife Refuge Airport,MGI,US,US-TX,Matagorda Island,small_airport,no,28.323,-96.464
Manga Airport,MGP,PG,PG-NIK,Manga Mission,small_airport,no,-4.147,153.0186
Puerto Barrios Airport,PBR,GT,GT-IZ,Puerto Barrios,medium_airport,yes,15.7309,-88.583801
Playa Grande Airport,PKJ,GT,GT-QC,Playa Grande,small_airport,no,15.9975,-90.741699
Poptún Airport,PON,GT,GT-PE,Poptún,small_airport,no,16.325799942017,-89.41609954834
Quiché Airport,AQB,GT,GT-QC,Santa Cruz del Quiché,small_airport,no,15.0122,-91.150597
Quezaltenango Airport,AAZ,GT,GT-QZ,Quezaltenango,small_airport,yes,14.8656,-91.501999
Rubelsanto Airport,RUV,GT,GT-AV,Rubelsanto,medium_airport,no,15.992,-90.445297
Las Vegas Airport,LCF,GT,GT-IZ,Rio Dulce,small_airport,no,15.668363,-88.961763
Retalhuleu Airport,RER,GT,GT-RE,Retalhuleu,medium_airport,yes,14.521431,-91.697001
San José Airport,GSJ,GT,GT-ES,Puerto San José,medium_airport,no,13.9362,-90.8358
Mundo Maya International Airport,FRS,GT,GT-PE,San Benito,large_airport,yes,16.912391,-89.864792
Ujae Atoll Airport,UJE,MH,MH-UJA,Ujae Atoll,small_airport,yes,8.92806,165.761993
Ailuk Airport,AIM,MH,MH-ALK,Ailuk Island,small_airport,no,10.2168,169.983002
Aur Island Airport,AUL,MH,MH-AUR,Aur Atoll,small_airport,yes,8.14528,171.173004
Bikini Atoll Airport,BII,MH,MH-BIK,Bikini Atoll,small_airport,no,11.522499,165.565127
Ebadon Airport,EBN,MH,MH-KWA,Ebadon Island,small_airport,no,9.330559730529783,166.82000732421875
Jabot Airport,JAT,MH,MH-JAB,Ailinglapalap Atoll,small_airport,no,7.749775,168.977838
Jeh Airport,JEJ,MH,MH-ALL,Ailinglapalap Atoll,small_airport,yes,7.565350055690001,168.962005615
Likiep Airport,LIK,MH,MH-LIK,Likiep Island,small_airport,yes,9.82316,169.307999
Lae Island Airport,LML,MH,MH-LAE,Lae Island,small_airport,no,8.92111,166.264999
Maloelap Island Airport,MAV,MH,MH-MAL,Maloelap Island,small_airport,no,8.70444,171.229996
Mejit Atoll Airport,MJB,MH,MH-MEJ,Mejit Atoll,small_airport,no,10.283302,170.869
Majkin Airport,MJE,MH,MH-NMU,Majkin,small_airport,yes,8.163362,168.173862
Namorik Airport,NDK,MH,MH-NMK,Namorik Atoll,small_airport,no,5.633005,168.125631
Rongelap Island Airport,RNP,MH,MH-RON,Rongelap Island,small_airport,yes,11.1572,166.886993
Tinak Airport,TIC,MH,MH-ARN,Arno Atoll,small_airport,no,7.121768,171.911584
Jaluit Airport,UIT,MH,MH-JAL,Jabor Jaluit Atoll,small_airport,yes,5.909213,169.637256
Woja Airport,WJA,MH,MH-ALL,Woja,small_airport,no,7.450833,168.55
Wotje Airport,WTE,MH,MH-WTJ,Wotje,small_airport,yes,9.458333,170.238611
Wotho Island Airport,WTO,MH,MH-WTN,Wotho Island,small_airport,yes,10.1733,166.003006
Ahuas Airport,AHS,HN,HN-GD,Ahuas,small_airport,no,15.4722,-84.352203
Brus Laguna Airport,BHG,HN,HN-GD,Brus Laguna,small_airport,no,15.7631,-84.543602
Carta Airport,LUI,HN,HN-OL,La Unión,small_airport,no,15.033192,-86.692334
Coyoles Airport,CYL,HN,HN-YO,Coyoles,small_airport,no,15.445556,-86.675278
Cauquira Airport,CDD,HN,HN-GD,Cauquira,small_airport,no,15.316667,-83.591667
El Arrayán Airport,OAN,HN,HN-YO,Olanchito,small_airport,no,15.505556,-86.574722
El Aguacate Airport,CAA,HN,HN-OL,El Aguacate,small_airport,no,14.875,-85.776108
Celaque Gracias Airport,GAC,HN,HN-LE,Gracias,small_airport,no,14.573492,-88.595801
Iriona Airport,IRN,HN,HN-CL,Iriona,small_airport,no,15.9391670227,-85.13722229
Jutigalpa airport,JUT,HN,HN-OL,Jutigalpa,small_airport,no,14.652600288391112,-86.22029876708984
Golosón International Airport,LCE,HN,HN-AT,La Ceiba,large_airport,yes,15.7425,-86.852997
La Esperanza Airport,LEZ,HN,HN-IN,La Esperanza,small_airport,no,14.291111,-88.175003
Ramón Villeda Morales International Airport,SAP,HN,HN-CR,San Pedro Sula,medium_airport,yes,15.4526,-87.923599
Limon Airport,LMH,HN,HN-CL,Limón,small_airport,no,15.856066,-85.443978
Hooker County Airport,MHN,US,US-NE,Mullen,small_airport,no,42.042155,-101.059113
La Laguna Airport,GJA,HN,HN-IB,Guanaja,medium_airport,yes,16.4454,-85.906601
Palacios Airport,PCH,HN,HN-GD,Palacios,small_airport,no,15.955,-84.941391
Puerto Lempira Airport,PEU,HN,HN-GD,Puerto Lempira,small_airport,yes,15.2622,-83.781197
Juan Manuel Gálvez International Airport,RTB,HN,HN-IB,Coxen Hole,medium_airport,yes,16.316799,-86.523003
Rioamarillo Airport,RUY,HN,HN-CP,Copán Ruinas,small_airport,no,14.914885,-89.007837
Palmerola International Airport / José Enrique Soto Cano Air Base,XPL,HN,HN-CM,Palmerola,medium_airport,yes,14.3824,-87.621201
Tela Airport,TEA,HN,HN-AT,Tela,medium_airport,no,15.7759,-87.4758
Toncontín International Airport,TGU,HN,HN-FM,Tegucigalpa,medium_airport,yes,14.0609,-87.217201
Trujillo Airport,TJI,HN,HN-CL,Trujillo,medium_airport,no,15.926599,-85.938573
Tocoa Airport,TCF,HN,HN-CL,Tocoa,small_airport,no,15.659722,-85.994164
Sulaco Airport,SCD,HN,HN-YO,Sulaco,small_airport,no,14.90719985961914,-87.26339721679688
